Sr no.,File name,Query,Response,Summary,,,,,,,,
2280,c2301176.wav,Market volatility and retail investor concerns,NSE explains market mechanism,Customer questions market fairness; NSE clarifies market process.,,,,,,,,
2281,c2301187.wav,Pending case response and escalation,NSE staff coordinate with team for urgent response,Internal staff discuss case follow-up.,,,,,,,,
2282,c2301190.wav,How to check stock holdings in account,NSE explains to check broker emails and PDF statements,Customer wants to check holdings; NSE guides to broker and PDF process.,,,,,,,,
2283,c2301225.wav,Complaint about Carvey default and inactive account,NSE staff coordinate on complaint process,Internal staff discuss complaint workflow.,,,,,,,,
2284,c2301233.wav,Case opening and email attachment safety,NSE staff confirm process,Internal staff discuss case workflow.,,,,,,,,
2285,c2301240.wav,Pending member responses and case updates,NSE staff coordinate on case follow-up,Internal staff discuss member communication.,,,,,,,,
2286,c2301253.wav,NSC shares not showing in holdings,NSE advises to contact broker (Upstox),Customer's shares not visible; NSE guides to broker for resolution.,,,,,,,,
2287,c2301259.wav,Receiving NSE emails,wants to close Bajaj Finance account,NSE explains how to find broker and contact for closure,Customer wants to close account; NSE guides to broker info in email.,,,,,,,
2288,c2301262.wav,Fund blocker message in IND Money account,NSE advises to contact broker for clarification,Customer receives fund blocker message; NSE directs to broker.,,,,,,,,
2289,c2301271.wav,Arbitration required for unresolved case,NSE confirms arbitration process,Internal staff confirm arbitration is next step.,,,,,,,,
2290,c2301275.wav,ABFRL demerger and F&O expiry query,NSE explains to check with company RTA and wait for circular,Customer asks about demerger; NSE clarifies process.,,,,,,,,
2291,c2301276.wav,Internet issue on A wing 3rd floor,NSE staff coordinate engineer dispatch,Internal staff discuss IT support.,,,,,,,,
2292,c2301284.wav,Query about deposited amount and account,NSE explains to check with broker for details,Customer confused about deposit; NSE guides to broker.,,,,,,,,
2293,c2301293.wav,Wrong email ID receiving fund/security alerts,NSE staff coordinate with members to resolve,Internal staff discuss email update process.,,,,,,,,
2294,c2301298.wav,Trade details and fund/security alerts,NSE staff discuss process for trade details,Internal staff clarify trade alert process.,,,,,,,,
2295,c2301299.wav,Receiving NSE alert emails,wants to stop,NSE explains emails will stop after account closure,Customer wants to stop emails; NSE clarifies process.,,,,,,,
2296,c2301302.wav,Lost money in Telegram trading scam,NSE confirms it's a scam and advises cybercrime complaint,Customer lost money via Telegram; NSE clarifies NSE does not support Telegram trading.,,,,,,,,
2297,c2301311.wav,Team response check,NSE staff confirm and follow up,Internal staff coordinate on team response.,,,,,,,,
2298,c2301317.wav,Request to close pension scheme,NSE explains to contact relevant authority,Customer wants to close pension; NSE clarifies process.,,,,,,,,
2299,c2301320.wav,Arbitration case follow-up and delays,NSE staff explain arbitration process and timelines,Customer frustrated with arbitration delays; NSE clarifies process.,,,,,,,,
2300,c2301341.wav,Fraudulent change of mutual fund details,NSE advises to file complaint on SEBI SCORES,Customer's details changed fraudulently; NSE guides to complaint process. 2301,c2301343.wav,No internet connection on A-Wing 3rd floor,NSE staff coordinate IT support,Internal staff discuss network issue and support process.,,,,
2302,c2301363.wav,Request for Mamta madam,unclear query,NSE staff respond but no actionable content,Customer asks for Mamta; unclear outcome.,,,,,,,
2303,c2301364.wav,Incident ticket for internet issue,NSE staff assign engineer,Internal staff coordinate IT support.,,,,,,,,
2304,c2301369.wav,Claim process for deceased wife's investments,NSE provides default ISC email for claim,Customer asks about claim; NSE provides process and contact.,,,,,,,,
2305,c2301380.wav,Receiving NSE alert for Motilal Oswal account not opened,NSE advises to contact broker for closure,Customer receives alert for unknown account; NSE guides to broker for resolution.,,,,,,,,
2306,c2301395.wav,Query about Nifty 500 Momentum 50 Index and Axis fund,NSE explains how to check index details,Customer asks about index fund; NSE clarifies process.,,,,,,,,
2307,c2301416.wav,Fraudulent change of mutual fund details,NSE advises to file complaint on SEBI SCORES,Customer's details changed fraudulently; NSE guides to complaint process.,,,,,,,,
2308,c2301420.wav,Undertaking and notary process for Carvey claim,NSE explains stamp paper and witness requirements,Customer asks about claim process; NSE details documentation.,,,,,,,,
2309,c2301426.wav,Telegram investment scam,NSE confirms it's a scam and advises cybercrime complaint,Customer lost money via Telegram; NSE clarifies NSE does not support Telegram trading.,,,,,,,,
2310,c2301436.wav,Claim against Unicorn Securities,NSE provides default ISC email for claim,Customer asks about claim; NSE provides process and contact.,,,,,,,,
2311,c2301437.wav,Receiving NSE alert for Motilal Oswal account not opened,NSE advises to contact broker for closure,Customer receives alert for unknown account; NSE guides to broker for resolution.,,,,,,,,
2312,c2301463.wav,Internal discussion on case and hospital update,NSE staff coordinate on case follow-up,Internal staff discuss case workflow.,,,,,,,,
2313,c2301483.wav,Funds blocked in IND Money account,NSE advises to contact broker for clarification,Customer's funds blocked; NSE directs to broker.,,,,,,,,
2314,c2301495.wav,Complaint about market manipulation and education,NSE listens to detailed concerns,Customer alleges market manipulation; NSE listens and acknowledges.,,,,,,,,
2315,c2301532.wav,Telegram/WhatsApp investment scam,NSE confirms it's a scam and advises cybercrime complaint,Customer lost money via Telegram; NSE clarifies NSE does not support Telegram trading.,,,,,,,,
2316,c2301546.wav,Claim process and document submission for stockbroking case,NSE explains processing timeline,Customer asks about claim; NSE details document process.,,,,,,,,
2317,c2301547.wav,Claim against Konkon Smart default broker,NSE explains case is under litigation,Customer asks about claim status; NSE clarifies litigation process.,,,,,,,,
2318,c2301553.wav,Call to NSE,no query provided,No response,No actionable content.,,,,,,,
2319,c2301554.wav,Call to NSE,no query provided,No response,No actionable content.,,,,,,,
2320,c2301560.wav,Claim process for deceased husband's NSC bonds,NSE explains to contact post office,Customer asks about NSC bond claim; NSE clarifies process.,,,,,,,,
2321,c2301590.wav,Internal discussion on meeting schedule,NSE staff coordinate meeting,Internal staff discuss meeting workflow.,,,,,,,,
2322,c2301593.wav,PC upgrade issue resolved,NSE staff confirm incident closure,Internal staff discuss IT support.,,,,,,,,
2323,c2301594.wav,Discussion on claim approval and notary process,NSE staff explain documentation and notary requirements,Internal staff discuss claim process.,,,,,,,,
2324,c2301598.wav,Undertaking and witness proof for Carvey claim,NSE staff confirm process and documentation,Customer asks about claim; NSE details witness and documentation.,,,,,,,,
2325,c2301605.wav,PC upgrade request for A wing 4th floor,NSE staff assign engineer,Internal staff discuss IT support. 2326,c2301612.wav,Thank you message,No response needed,Simple thank you; no actionable query.,,,,
2327,c2301614.wav,Request for PC upgrade,Acknowledged and request processed,Caller requests PC upgrade; NSE confirms request is being processed.,,,,,,,,
2328,c2301615.wav,Status of default money sent by cheque,NSE confirms documents received and payment in process,Customer inquires about cheque status; NSE confirms receipt and explains payment will be processed after verification.,,,,,,,,
2329,c2301616.wav,Greeting,No response needed,Simple greeting; no actionable query.,,,,,,,,
2330,c2301631.wav,Internal discussion on case closure and investor communication,Staff discusses reopening case and communication with investor,Internal NSE staff coordinate on case closure and investor follow-up.,,,,,,,,
2331,c2301633.wav,Query about Konkan Smart decision date,NSE advises to email for updates,Caller asks about decision date; NSE says no date available and to email for updates.,,,,,,,,
2332,c2301648.wav,Request to speak with Akshata regarding claim,NSE attempts to connect caller to Akshata,Caller requests callback; NSE arranges connection.,,,,,,,,
2333,c2301651.wav,Complaint about unresolved case and allegations of corruption,NSE listens and requests email details,Caller alleges corruption and unresolved case; NSE requests email and details for follow-up.,,,,,,,,
2334,c2301687.wav,Issue with UCI member portal full file download,NSE advises to email UCI team with error details,Member unable to download file; NSE requests error screenshot and email for backend support.,,,,,,,,
2335,c2301694.wav,Query about PSL Limited insolvency and shareholder payout,NSE explains company is suspended and advises to contact RTA,Customer asks about PSL Limited; NSE explains suspension and suggests contacting RTA or filing SEBI complaint.,,,,,,,,
2336,c2301700.wav,Incident raised for internet issue,NSE provides incident number and suggests contacting technician,Caller reports unresolved internet issue; NSE provides contact for follow-up.,,,,,,,,
2337,c2301706.wav,Request for executive's name to file police FIR,NSE explains call process and advises to check email,Caller wants executive's name; NSE clarifies process and suggests checking email for details.,,,,,,,,
2338,c2301714.wav,Query about Aditya Birla Fashion F&O expiry after demerger,NSE checks and confirms expiry date,Customer asks about F&O expiry; NSE confirms date and advises to check for updates.,,,,,,,,
2339,c2301715.wav,Follow-up on Mahindra and Mahindra complaint call,NSE arranges callback to Hyderabad team,Caller missed complaint call; NSE arranges callback and provides status.,,,,,,,,
2340,c2301718.wav,Personal conversation about going to the market,No response needed,Non-actionable personal conversation.,,,,,,,,
2341,c2301728.wav,Internal discussion on DRO case and arbitration,Staff confirms both parties paid fees and arbitration initiated,Internal staff discuss case status and draft response for arbitration.,,,,,,,,
2342,c2301741.wav,Query about ABFRL expiry date and circular,NSE checks and confirms expiry date,Customer asks about ABFRL expiry; NSE confirms date and explains circular details.,,,,,,,,
